PPG1,PPG2
-229.836,-35.317
-229.8,-33.37
-229.644,-31.411
-229.368,-29.444
-228.984,-27.472
-228.492,-25.5
-227.88,-23.533
-227.16,-21.573
-226.32,-19.626
-225.372,-17.695
-224.316,-15.783
-223.14,-13.895
-221.856,-12.033
-220.464,-10.201
-218.952,-8.403
-217.332,-6.64
-215.604,-4.915
-213.768,-3.231
-211.812,-1.59
-209.76,0.007
-207.588,1.557
-205.32,3.059
-202.932,4.512
-200.448,5.916
-197.856,7.269
-195.168,8.571
-192.372,9.823
-189.48,11.023
-186.504,12.173
-183.42,13.273
-180.252,14.324
-177,15.326
-173.664,16.282
-170.244,17.191
-166.74,18.056
-163.176,18.879
-159.54,19.66
-155.832,20.402
-152.076,21.107
-148.26,21.776
-144.396,22.412
-140.496,23.017
-136.548,23.592
-132.564,24.141
-128.544,24.665
-124.512,25.166
-120.468,25.646
-116.4,26.107
-112.332,26.552
-108.264,26.981
-104.196,27.398
-100.14,27.802
-96.096,28.197
-92.076,28.584
-88.08,28.963
-84.12,29.337
-80.196,29.705
-76.32,30.07
-72.48,30.432
-68.7,30.792
-64.98,31.151
-61.308,31.508
-57.708,31.864
-54.168,32.22
-50.712,32.576
-47.316,32.931
-44.004,33.286
-40.776,33.64
-37.632,33.993
-34.56,34.345
-31.584,34.695
-28.704,35.043
-25.908,35.389
-23.196,35.73
-20.58,36.068
-18.048,36.401
-15.612,36.729
-13.272,37.05
-11.016,37.365
-8.844,37.672
-6.768,37.971
-4.764,38.262
-2.856,38.542
-1.02,38.813
0.732,39.073
2.4,39.322
4.008,39.559
5.544,39.784
7.008,39.997
8.412,40.197
9.768,40.385
11.064,40.559
12.3,40.72
13.5,40.869
14.664,41.004
15.78,41.126
16.872,41.236
17.94,41.333
18.984,41.418
20.004,41.491
21.012,41.553
22.02,41.605
23.016,41.646
24.012,41.678
25.008,41.7
26.016,41.714
27.036,41.721
28.08,41.721
29.124,41.715
30.204,41.703
31.296,41.687
32.424,41.667
33.576,41.644
34.752,41.619
35.964,41.592
37.212,41.565
38.484,41.537
39.78,41.51
41.124,41.484
42.492,41.459
43.884,41.437
45.312,41.418
46.764,41.402
48.24,41.39
49.74,41.382
51.264,41.378
52.8,41.379
54.348,41.384
55.896,41.395
57.456,41.41
59.016,41.43
60.576,41.455
62.124,41.485
63.66,41.519
65.172,41.557
66.672,41.6
68.136,41.646
69.564,41.695
70.968,41.747
72.312,41.801
73.62,41.857
74.88,41.914
76.08,41.972
77.208,42.029
78.288,42.086
79.296,42.141
80.22,42.195
81.084,42.245
81.864,42.291
82.572,42.333
83.196,42.371
83.736,42.402
84.192,42.426
84.564,42.444
84.852,42.453
85.044,42.454
85.164,42.446
85.2,42.427
85.152,42.398
85.032,42.359
84.828,42.307
84.552,42.244
84.192,42.168
83.784,42.079
83.304,41.977
82.764,41.862
82.164,41.733
81.516,41.59
80.832,41.433
80.088,41.262
79.32,41.077
78.528,40.877
77.7,40.664
76.848,40.436
75.984,40.195
75.12,39.94
74.232,39.672
73.356,39.391
72.48,39.097
71.616,38.79
70.764,38.471
69.924,38.141
69.108,37.8
68.316,37.448
67.536,37.085
66.804,36.713
66.084,36.332
65.4,35.942
64.752,35.544
64.14,35.138
63.552,34.725
63,34.306
62.484,33.881
61.992,33.45
61.536,33.015
61.116,32.575
60.708,32.131
60.336,31.684
59.976,31.233
59.64,30.781
59.316,30.326
59.016,29.87
58.716,29.413
58.416,28.954
58.128,28.496
57.828,28.037
57.54,27.578
57.228,27.12
56.904,26.663
56.58,26.206
56.22,25.751
55.848,25.298
55.464,24.846
55.032,24.397
54.588,23.949
54.108,23.504
53.592,23.061
53.052,22.621
52.476,22.184
51.864,21.75
51.216,21.319
50.532,20.892
49.824,20.468
49.08,20.048
48.3,19.633
47.484,19.221
46.656,18.814
45.792,18.412
44.916,18.015
44.016,17.623
43.092,17.237
42.156,16.857
41.22,16.484
40.272,16.117
39.312,15.757
38.364,15.405
37.428,15.06
36.492,14.724
35.568,14.397
34.668,14.08
33.792,13.772
32.94,13.474
32.112,13.187
31.332,12.912
30.576,12.648
29.868,12.397
29.196,12.158
28.572,11.934
27.996,11.723
27.48,11.526
27.012,11.344
26.592,11.178
26.244,11.028
25.944,10.893
25.692,10.776
25.512,10.675
25.38,10.591
25.32,10.525
25.308,10.477
25.344,10.446
25.44,10.434
25.584,10.439
25.788,10.463
26.028,10.505
26.328,10.564
26.652,10.642
27.024,10.737
27.432,10.849
27.876,10.979
28.344,11.125
28.836,11.287
29.352,11.464
29.892,11.657
30.432,11.864
30.996,12.085
31.56,12.319
32.124,12.565
32.688,12.822
33.252,13.09
33.816,13.368
34.356,13.654
34.896,13.948
35.412,14.249
35.916,14.556
36.408,14.867
36.876,15.183
37.32,15.501
37.74,15.821
38.148,16.142
38.52,16.463
38.88,16.782
39.216,17.1
39.528,17.415
39.816,17.726
40.092,18.033
40.356,18.334
40.596,18.629
40.824,18.918
41.04,19.199
41.256,19.472
41.46,19.737
41.664,19.993
41.868,20.241
42.072,20.478
42.288,20.706
42.516,20.925
42.768,21.133
43.02,21.331
43.308,21.52
43.608,21.698
43.944,21.868
44.304,22.027
44.7,22.178
45.12,22.319
45.588,22.452
46.104,22.577
46.644,22.694
47.244,22.805
47.88,22.908
48.564,23.005
49.284,23.097
50.064,23.184
50.88,23.266
51.744,23.345
52.656,23.42
53.616,23.493
54.612,23.563
55.656,23.632
56.736,23.7
57.852,23.767
58.992,23.834
60.18,23.902
61.392,23.971
62.628,24.041
63.888,24.112
65.16,24.185
66.456,24.261
67.764,24.339
69.072,24.419
70.392,24.502
71.712,24.588
73.032,24.677
74.34,24.768
75.636,24.862
76.932,24.959
78.204,25.058
79.452,25.159
80.676,25.262
81.888,25.367
83.064,25.474
84.204,25.581
85.32,25.689
86.4,25.797
87.456,25.905
88.464,26.013
89.436,26.12
90.384,26.224
91.284,26.327
92.148,26.428
92.976,26.525
93.768,26.62
94.524,26.71
95.244,26.795
95.928,26.876
96.588,26.952
97.212,27.022
97.8,27.086
98.364,27.144
98.904,27.195
99.42,27.239
99.912,27.276
100.392,27.306
100.836,27.327
101.28,27.341
101.7,27.348
102.108,27.346
102.504,27.336
102.888,27.319
103.272,27.293
103.644,27.26
104.004,27.219
104.364,27.171
104.712,27.115
105.06,27.053
105.408,26.983
105.744,26.908
106.08,26.825
106.416,26.737
106.74,26.644
107.064,26.545
107.388,26.442
107.7,26.334
108,26.222
108.3,26.107
108.588,25.988
108.864,25.867
109.14,25.743
109.392,25.616
109.632,25.489
109.86,25.359
110.064,25.229
110.268,25.097
110.436,24.966
110.592,24.833
110.724,24.701
110.832,24.569
110.928,24.437
110.988,24.306
111.024,24.175
111.048,24.044
111.036,23.914
111,23.785
110.94,23.656
110.868,23.528
110.76,23.4
110.628,23.272
110.472,23.145
110.304,23.017
110.1,22.89
109.884,22.762
109.656,22.633
109.404,22.503
109.14,22.372
108.852,22.24
108.564,22.106
108.264,21.97
107.952,21.831
107.64,21.69
107.328,21.546
107.004,21.399
106.68,21.248
106.368,21.094
106.056,20.936
105.756,20.774
105.456,20.607
105.18,20.436
104.916,20.26
104.652,20.079
104.424,19.893
104.196,19.702
104.004,19.507
103.824,19.306
103.668,19.1
103.536,18.889
103.44,18.673
103.356,18.452
103.296,18.227
103.272,17.997
103.272,17.762
103.296,17.524
103.356,17.281
103.44,17.035
103.536,16.786
103.668,16.533
103.824,16.277
104.004,16.019
104.208,15.759
104.436,15.497
104.676,15.233
104.94,14.968
105.216,14.702
105.504,14.436
105.804,14.169
106.116,13.902
106.44,13.635
106.752,13.369
107.076,13.104
107.4,12.839
107.724,12.576
108.036,12.314
108.336,12.053
108.636,11.794
108.912,11.536
109.164,11.281
109.404,11.027
109.608,10.774
109.8,10.524
109.944,10.275
110.076,10.027
110.16,9.782
110.196,9.537
110.208,9.294
110.16,9.052
110.076,8.812
109.944,8.571
109.752,8.332
109.512,8.093
109.224,7.854
108.864,7.615
108.456,7.376
107.988,7.137
107.46,6.897
106.86,6.656
106.2,6.414
105.48,6.171
104.7,5.926
103.848,5.68
102.936,5.433
101.964,5.183
100.92,4.931
99.816,4.678
98.652,4.422
97.428,4.164
96.156,3.904
94.812,3.641
93.42,3.376
91.98,3.109
90.492,2.839
88.944,2.567
87.36,2.293
85.74,2.016
84.072,1.737
82.38,1.457
80.64,1.174
78.888,0.889
77.112,0.602
75.3,0.314
73.488,0.024
71.652,-0.267
69.816,-0.56
67.968,-0.854
66.12,-1.149
64.272,-1.446
62.424,-1.743
60.588,-2.04
58.764,-2.339
56.952,-2.638
55.152,-2.937
53.376,-3.237
51.612,-3.537
49.884,-3.838
48.18,-4.138
46.488,-4.438
44.832,-4.739
43.212,-5.039
41.604,-5.339
40.032,-5.639
38.496,-5.939
36.972,-6.238
35.484,-6.537
34.02,-6.836
32.592,-7.134
31.176,-7.431
29.784,-7.728
28.404,-8.025
27.048,-8.321
25.716,-8.616
24.384,-8.911
23.064,-9.205
21.756,-9.498
20.436,-9.791
19.128,-10.082
17.82,-10.373
16.5,-10.662
15.18,-10.951
13.848,-11.238
12.492,-11.524
11.124,-11.809
9.732,-12.093
8.328,-12.375
6.9,-12.656
5.436,-12.936
3.948,-13.213
2.436,-13.49
0.888,-13.765
-0.696,-14.038
-2.304,-14.309
-3.948,-14.579
-5.628,-14.847
-7.332,-15.114
-9.072,-15.378
-10.848,-15.641
-12.648,-15.903
-14.472,-16.162
-16.332,-16.42
-18.204,-16.677
-20.112,-16.932
-22.02,-17.186
-23.964,-17.438
-25.908,-17.689
-27.864,-17.94
-29.832,-18.189
-31.8,-18.437
-33.78,-18.684
-35.736,-18.931
-37.704,-19.177
-39.648,-19.423
-41.592,-19.668
-43.512,-19.913
-45.408,-20.158
-47.28,-20.404
-49.128,-20.649
-50.952,-20.895
-52.74,-21.141
-54.492,-21.387
-56.208,-21.634
-57.888,-21.881
-59.532,-22.129
-61.128,-22.378
-62.688,-22.627
-64.212,-22.877
-65.688,-23.128
-67.116,-23.379
-68.508,-23.631
-69.852,-23.883
-71.172,-24.135
-72.432,-24.388
-73.668,-24.641
-74.868,-24.893
-76.032,-25.146
-77.16,-25.398
-78.264,-25.649
-79.332,-25.9
-80.388,-26.149
-81.408,-26.397
-82.416,-26.644
-83.412,-26.888
-84.396,-27.131
-85.368,-27.37
-86.328,-27.608
-87.276,-27.842
-88.236,-28.073
-89.184,-28.3
-90.144,-28.524
-91.104,-28.743
-92.064,-28.958
-93.036,-29.168
-94.008,-29.373
-94.992,-29.573
-95.988,-29.767
-96.996,-29.956
-98.004,-30.139
-99.024,-30.317
-100.056,-30.488
-101.088,-30.653
-102.132,-30.811
-103.176,-30.964
-104.22,-31.11
-105.276,-31.25
-106.32,-31.383
-107.352,-31.51
-108.384,-31.631
-109.404,-31.746
-110.4,-31.855
-111.384,-31.958
-112.344,-32.056
-113.28,-32.149
-114.192,-32.237
-115.068,-32.32
-115.908,-32.399
-116.712,-32.473
-117.48,-32.544
-118.2,-32.612
-118.872,-32.676
-119.496,-32.738
-120.072,-32.798
-120.6,-32.856
-121.068,-32.912
-121.488,-32.968
-121.848,-33.023
-122.16,-33.077
-122.424,-33.132
-122.628,-33.187
-122.784,-33.243
-122.892,-33.3
-122.952,-33.358
-122.976,-33.418
-122.952,-33.48
-122.904,-33.544
-122.82,-33.61
-122.712,-33.679
-122.58,-33.751
-122.436,-33.825
-122.292,-33.902
-122.136,-33.982
-121.992,-34.064
-121.86,-34.149
-121.752,-34.237
-121.668,-34.328
-121.62,-34.421
-121.608,-34.517
-121.656,-34.615
-121.764,-34.715
-121.932,-34.817
-122.172,-34.92
-122.496,-35.025
-122.916,-35.131
-123.432,-35.239
-124.044,-35.347
-124.764,-35.456
-125.604,-35.565
-126.564,-35.674
-127.644,-35.783
-128.856,-35.893
-130.212,-36.001
-131.7,-36.11
-133.332,-36.217
-135.096,-36.325
-137.016,-36.431
-139.08,-36.537
-141.288,-36.642
-143.628,-36.746
-146.124,-36.849
-148.764,-36.953
-151.536,-37.055
-154.44,-37.158
-157.476,-37.261
-160.644,-37.364
-163.92,-37.467
-167.316,-37.571
-170.82,-37.677
-174.408,-37.784
-178.104,-37.893
-181.872,-38.004
-185.7,-38.118
-189.612,-38.236
-193.56,-38.356
-197.556,-38.481
-201.576,-38.611
-205.62,-38.745
-209.664,-38.885
-213.708,-39.031
-217.74,-39.183
-221.748,-39.341
-225.708,-39.507
-229.62,-39.681
-233.484,-39.862
-237.264,-40.051
-240.96,-40.249
-244.572,-40.456
-248.076,-40.672
-251.472,-40.896
-254.736,-41.131
-257.88,-41.374
-260.88,-41.627
-263.724,-41.89
-266.424,-42.162
-268.968,-42.444
-271.344,-42.735
-273.54,-43.035
-275.568,-43.345
-277.416,-43.663
-279.084,-43.99
-280.56,-44.325
-281.844,-44.668
-282.96,-45.019
-283.872,-45.376
-284.604,-45.741
-285.144,-46.112
-285.492,-46.489
-285.66,-46.871
-285.66,-47.258
-285.468,-47.65
-285.108,-48.046
-284.568,-48.445
-283.872,-48.847
-283.008,-49.252
-281.988,-49.659
-280.824,-50.068
-279.504,-50.478
-278.052,-50.889
-276.468,-51.3
-274.752,-51.712
-272.916,-52.124
-270.972,-52.536
-268.908,-52.948
-266.748,-53.359
-264.492,-53.769
-262.152,-54.179
-259.716,-54.589
-257.208,-54.998
-254.628,-55.407
-251.976,-55.816
-249.264,-56.226
-246.492,-56.635
-243.672,-57.046
-240.804,-57.458
-237.888,-57.871
-234.936,-58.287
-231.948,-58.705
-228.924,-59.126
-225.864,-59.551
-222.768,-59.979
-219.66,-60.413
-216.516,-60.851
-213.348,-61.295
-210.156,-61.745
-206.952,-62.202
-203.712,-62.665
-200.46,-63.136
-197.172,-63.614
-193.872,-64.1
-190.548,-64.594
-187.2,-65.096
-183.828,-65.605
-180.432,-66.123
-177,-66.648
-173.556,-67.18
-170.064,-67.719
-166.56,-68.264
-163.008,-68.814
-159.432,-69.368
-155.832,-69.926
-152.184,-70.486
-148.5,-71.047
-144.78,-71.607
-141.024,-72.164
-137.232,-72.718
-133.404,-73.265
-129.528,-73.804
-125.616,-74.333
-121.668,-74.848
-117.672,-75.348
-113.64,-75.83
-109.572,-76.292
-105.468,-76.73
-101.328,-77.141
-97.164,-77.522
-92.952,-77.871
-88.716,-78.184
-84.456,-78.459
-80.16,-78.691
-75.852,-78.877
-71.52,-79.016
-67.176,-79.102
-62.808,-79.134
-58.44,-79.108
-54.06,-79.021
-49.68,-78.871
-45.3,-78.654
-40.932,-78.369
-36.564,-78.012
-32.22,-77.582
-27.888,-77.076
-23.592,-76.493
-19.32,-75.831
-15.084,-75.088
-10.884,-74.264
-6.72,-73.358
-2.616,-72.368
1.44,-71.296
5.436,-70.14
9.372,-68.901
13.236,-67.579
17.028,-66.176
20.748,-64.693
24.384,-63.131
27.924,-61.492
31.392,-59.778
34.764,-57.991
38.04,-56.135
41.208,-54.212
44.28,-52.225
47.256,-50.178
50.112,-48.074
52.86,-45.918
55.5,-43.714
58.02,-41.465
60.42,-39.178
62.712,-36.855
64.884,-34.502
66.936,-32.124
68.88,-29.726
70.692,-27.313
72.396,-24.889
73.98,-22.46
75.444,-20.032
76.8,-17.608
78.036,-15.194
79.164,-12.794
80.184,-10.414
81.096,-8.058
81.912,-5.73
82.62,-3.435
83.244,-1.177
83.76,1.041
84.192,3.215
84.54,5.341
84.816,7.417
85.008,9.439
85.128,11.405
85.176,13.313
85.176,15.161
85.104,16.947
84.996,18.669
84.84,20.328
84.636,21.921
84.396,23.449
84.132,24.911
83.832,26.307
83.52,27.638
83.196,28.904
82.86,30.106
82.512,31.245
82.164,32.324
81.828,33.342
81.492,34.302
81.18,35.206
80.868,36.056
80.592,36.853
80.328,37.601
80.1,38.302
79.896,38.958
79.728,39.572
79.596,40.146
79.488,40.683
79.44,41.186
79.416,41.657
79.452,42.098
79.524,42.514
79.632,42.904
79.8,43.274
80.004,43.623
80.256,43.956
80.556,44.273
80.892,44.578
81.288,44.871
81.72,45.155
82.188,45.431
82.704,45.701
83.256,45.965
83.844,46.226
84.48,46.484
85.14,46.741
85.824,46.996
86.544,47.251
87.288,47.506
88.056,47.761
88.848,48.016
89.652,48.273
90.468,48.53
91.296,48.787
92.124,49.045
92.964,49.303
93.792,49.56
94.632,49.817
95.46,50.072
96.276,50.325
97.068,50.575
97.86,50.822
98.616,51.064
99.36,51.302
100.068,51.535
100.74,51.761
101.388,51.98
101.988,52.191
102.564,52.394
103.08,52.587
103.56,52.771
103.98,52.944
104.352,53.107
104.676,53.257
104.94,53.396
105.144,53.523
105.288,53.636
105.372,53.737
105.396,53.824
105.348,53.898
105.24,53.959
105.06,54.005
104.82,54.039
104.508,54.058
104.124,54.065
103.68,54.058
103.164,54.038
102.576,54.006
101.928,53.962
101.208,53.906
100.428,53.838
99.588,53.76
98.688,53.671
97.728,53.573
96.708,53.466
95.628,53.35
94.512,53.226
93.336,53.096
92.112,52.958
90.852,52.815
89.556,52.667
88.224,52.514
86.868,52.358
85.476,52.199
84.06,52.037
82.632,51.873
81.18,51.709
79.728,51.544
78.276,51.379
76.812,51.214
75.36,51.051
73.908,50.889
72.468,50.73
71.052,50.573
69.66,50.419
68.28,50.268
66.936,50.12
65.628,49.977
64.344,49.837
63.108,49.701
61.92,49.569
60.768,49.442
59.652,49.318
58.596,49.199
57.588,49.083
56.64,48.972
55.74,48.864
54.888,48.759
54.096,48.657
53.352,48.558
52.656,48.462
52.032,48.367
51.444,48.273
50.904,48.181
50.424,48.089
49.992,47.996
49.596,47.903
49.248,47.808
48.936,47.711
48.66,47.611
48.42,47.508
48.216,47.401
48.036,47.289
47.892,47.171
47.76,47.047
47.652,46.917
47.556,46.778
47.484,46.631
47.412,46.475
47.352,46.31
47.292,46.134
47.244,45.947
47.196,45.749
47.148,45.539
47.1,45.316
47.04,45.08
46.992,44.831
46.92,44.568
46.86,44.291
46.788,43.999
46.704,43.693
46.632,43.372
46.548,43.035
46.452,42.684
46.368,42.318
46.284,41.936
46.2,41.539
46.116,41.128
46.044,40.701
45.972,40.26
45.924,39.805
45.888,39.336
45.864,38.853
45.852,38.358
45.864,37.85
45.912,37.33
45.972,36.798
46.068,36.255
46.2,35.703
46.356,35.141
46.56,34.57
46.788,33.991
47.052,33.405
47.364,32.813
47.712,32.215
48.108,31.613
48.528,31.007
49.008,30.397
49.512,29.786
50.064,29.174
50.664,28.562
51.288,27.95
51.96,27.34
52.656,26.733
53.388,26.129
54.156,25.53
54.948,24.935
55.764,24.347
56.604,23.766
57.456,23.192
58.332,22.627
59.22,22.071
60.12,21.525
61.02,20.99
61.932,20.466
62.832,19.954
63.732,19.455
64.632,18.969
65.508,18.496
66.372,18.038
67.224,17.594
68.064,17.164
68.868,16.751
69.66,16.352
70.416,15.97
71.148,15.603
71.844,15.253
72.516,14.918
73.152,14.601
73.752,14.299
74.316,14.015
74.856,13.746
75.36,13.494
75.828,13.259
76.26,13.039
76.668,12.836
77.04,12.649
77.388,12.477
77.7,12.321
78,12.18
78.264,12.054
78.516,11.943
78.744,11.846
78.96,11.764
79.164,11.695
79.356,11.64
79.536,11.599
79.716,11.57
79.896,11.554
80.088,11.551
80.268,11.559
80.46,11.58
80.664,11.612
80.88,11.655
81.108,11.709
81.348,11.773
81.612,11.849
81.9,11.934
82.212,12.029
82.548,12.134
82.908,12.248
83.292,12.371
83.7,12.503
84.144,12.643
84.624,12.793
85.128,12.95
85.656,13.115
86.22,13.288
86.808,13.469
87.432,13.656
88.08,13.851
88.752,14.053
89.448,14.261
90.168,14.476
90.912,14.696
91.68,14.923
92.472,15.155
93.276,15.392
94.092,15.634
94.932,15.881
95.772,16.133
96.624,16.389
97.488,16.648
98.352,16.911
99.228,17.177
100.092,17.446
100.968,17.717
101.832,17.991
102.696,18.267
103.548,18.543
104.4,18.821
105.228,19.1
106.056,19.379
106.86,19.658
107.652,19.937
108.432,20.215
109.188,20.492
109.92,20.768
110.64,21.042
111.324,21.314
111.996,21.584
112.644,21.85
113.268,22.114
113.856,22.374
114.432,22.631
114.972,22.884
115.488,23.133
115.98,23.377
116.448,23.616
116.88,23.85
117.288,24.079
117.66,24.303
118.02,24.521
118.344,24.733
118.632,24.939
118.908,25.139
119.148,25.333
119.364,25.52
119.556,25.7
119.712,25.873
119.856,26.04
119.964,26.2
120.048,26.352
120.12,26.498
120.156,26.636
120.168,26.767
120.156,26.891
120.132,27.007
120.072,27.117
120,27.218
119.904,27.313
119.784,27.4
119.652,27.48
119.508,27.553
119.328,27.619
119.148,27.678
118.944,27.73
118.728,27.775
118.5,27.814
118.248,27.846
117.996,27.871
117.732,27.89
117.456,27.904
117.168,27.911
116.868,27.913
116.58,27.909
116.268,27.9
115.968,27.885
115.656,27.866
115.344,27.843
115.044,27.815
114.732,27.783
114.432,27.747
114.132,27.708
113.832,27.665
113.544,27.62
113.256,27.572
112.98,27.521
112.716,27.468
112.464,27.414
112.224,27.357
111.984,27.3
111.768,27.241
111.564,27.182
111.36,27.121
111.18,27.061
111.012,27
110.856,26.94
110.712,26.88
110.58,26.82
110.472,26.761
110.364,26.702
110.268,26.644
110.196,26.588
110.124,26.532
110.064,26.477
110.004,26.423
109.956,26.371
109.92,26.319
109.896,26.268
109.86,26.219
109.836,26.17
109.812,26.122
109.8,26.074
109.776,26.027
109.752,25.98
109.716,25.933
109.692,25.885
109.644,25.838
109.596,25.789
109.548,25.74
109.488,25.69
109.404,25.638
109.32,25.584
109.224,25.528
109.104,25.47
108.984,25.409
108.828,25.345
108.672,25.278
108.492,25.207
108.288,25.132
108.072,25.053
107.832,24.97
107.58,24.882
107.292,24.789
106.992,24.691
106.668,24.587
106.32,24.478
105.936,24.363
105.54,24.242
105.12,24.115
104.664,23.982
104.196,23.842
103.692,23.696
103.152,23.544
102.6,23.385
102,23.22
101.388,23.048
100.728,22.87
100.044,22.685
99.324,22.494
98.58,22.297
97.788,22.094
96.96,21.885
96.096,21.67
95.196,21.449
94.248,21.223
93.264,20.992
92.232,20.756
91.152,20.515
90.036,20.27
88.872,20.02
87.66,19.766
86.4,19.509
85.092,19.248
83.724,18.983
82.308,18.716
80.844,18.446
79.32,18.174
77.748,17.899
76.128,17.623
74.448,17.344
72.72,17.064
70.932,16.783
69.084,16.501
67.2,16.218
65.256,15.935
63.264,15.651
61.212,15.366
59.124,15.081
56.988,14.796
54.804,14.512
52.572,14.227
50.304,13.942
48,13.658
45.66,13.374
43.284,13.09
40.872,12.806
38.436,12.522
35.976,12.239
33.492,11.955
30.996,11.672
28.476,11.388
25.956,11.104
23.424,10.82
20.88,10.535
18.336,10.25
15.804,9.963
13.272,9.676
10.74,9.388
8.232,9.098
5.736,8.806
3.264,8.513
0.816,8.218
-1.608,7.92
-3.996,7.62
-6.36,7.318
-8.688,7.012
-10.98,6.704
-13.224,6.392
-15.432,6.077
-17.592,5.758
-19.716,5.435
-21.78,5.108
-23.796,4.777
-25.752,4.442
-27.66,4.103
-29.508,3.759
-31.308,3.41
-33.048,3.057
-34.74,2.699
-36.36,2.336
-37.932,1.969
-39.432,1.597
-40.884,1.22
-42.276,0.838
-43.608,0.452
-44.892,0.061
-46.104,-0.334
-47.268,-0.734
-48.372,-1.138
-49.428,-1.546
-50.424,-1.957
-51.372,-2.373
-52.26,-2.791
-53.1,-3.213
-53.904,-3.638
-54.648,-4.065
-55.344,-4.495
-56.004,-4.927
-56.616,-5.361
-57.18,-5.797
-57.72,-6.234
-58.212,-6.672
-58.668,-7.11
-59.1,-7.549
-59.496,-7.988
-59.856,-8.427
-60.192,-8.865
-60.492,-9.303
-60.78,-9.74
-61.044,-10.175
-61.284,-10.609
-61.512,-11.041
-61.716,-11.472
-61.908,-11.899
-62.076,-12.325
-62.244,-12.748
-62.4,-13.168
-62.556,-13.585
-62.688,-13.999
-62.832,-14.409
-62.964,-14.817
-63.096,-15.22
-63.216,-15.621
-63.348,-16.017
-63.48,-16.41
-63.612,-16.798
-63.744,-17.183
-63.888,-17.564
-64.02,-17.941
-64.176,-18.314
-64.32,-18.683
-64.476,-19.048
-64.644,-19.41
-64.8,-19.767
-64.98,-20.12
-65.148,-20.469
-65.328,-20.815
-65.52,-21.157
-65.712,-21.495
-65.904,-21.829
-66.096,-22.16
-66.3,-22.487
-66.504,-22.811
-66.708,-23.132
-66.924,-23.449
-67.128,-23.762
-67.344,-24.073
-67.56,-24.38
-67.776,-24.685
-67.98,-24.986
-68.196,-25.285
-68.412,-25.581
-68.628,-25.874
-68.844,-26.164
-69.072,-26.452
-69.288,-26.737
-69.516,-27.02
-69.744,-27.301
-69.984,-27.579
-70.224,-27.855
-70.464,-28.129
-70.728,-28.4
-70.992,-28.67
-71.28,-28.937
-71.58,-29.203
-71.904,-29.467
-72.24,-29.729
-72.6,-29.989
-72.996,-30.247
-73.428,-30.504
-73.884,-30.759
-74.388,-31.013
-74.928,-31.265
-75.516,-31.516
-76.152,-31.765
-76.848,-32.013
-77.592,-32.26
-78.408,-32.506
-79.296,-32.75
-80.256,-32.994
-81.3,-33.236
-82.416,-33.478
-83.616,-33.718
-84.924,-33.958
-86.316,-34.196
-87.804,-34.434
-89.4,-34.671
-91.104,-34.908
-92.916,-35.143
-94.836,-35.378
-96.888,-35.612
-99.048,-35.845
-101.328,-36.078
-103.728,-36.309
-106.26,-36.54
-108.912,-36.77
-111.696,-36.999
-114.6,-37.227
-117.636,-37.455
-120.78,-37.681
-124.056,-37.906
-127.452,-38.129
-130.956,-38.352
-134.58,-38.573
-138.312,-38.792
-142.14,-39.01
-146.076,-39.226
-150.108,-39.441
-154.224,-39.653
-158.424,-39.863
-162.684,-40.071
-167.028,-40.276
-171.42,-40.479
-175.872,-40.68
-180.36,-40.877
-184.872,-41.072
-189.42,-41.264
-193.98,-41.452
-198.54,-41.638
-203.1,-41.82
-207.648,-41.999
-212.16,-42.174
-216.648,-42.346
-221.088,-42.514
-225.48,-42.679
-229.8,-42.839
-234.048,-42.996
-238.212,-43.15
-242.292,-43.299
-246.276,-43.445
-250.14,-43.587
-253.896,-43.725
-257.52,-43.859
-261.024,-43.99
-264.384,-44.118
-267.6,-44.241
-270.672,-44.362
-273.576,-44.479
-276.336,-44.592
-278.916,-44.703
-281.34,-44.811
-283.596,-44.916
-285.672,-45.018
-287.568,-45.118
-289.296,-45.215
-290.832,-45.31
-292.2,-45.404
-293.376,-45.495
-294.384,-45.586
-295.212,-45.674
-295.86,-45.762
-296.328,-45.85
-296.616,-45.936
-296.736,-46.023
-296.688,-46.11
-296.472,-46.197
-296.076,-46.284
-295.536,-46.373
-294.828,-46.463
-293.964,-46.554
-292.956,-46.648
-291.792,-46.743
-290.484,-46.842
-289.044,-46.943
-287.46,-47.047
-285.744,-47.155
-283.908,-47.266
-281.94,-47.382
-279.852,-47.502
-277.644,-47.627
-275.328,-47.756
-272.904,-47.891
-270.372,-48.031
-267.744,-48.177
-265.02,-48.329
-262.188,-48.487
-259.284,-48.65
-256.272,-48.82
-253.188,-48.997
-250.02,-49.18
-246.78,-49.369
-243.456,-49.565
-240.06,-49.768
-236.592,-49.976
-233.052,-50.192
-229.452,-50.413
-225.792,-50.641
-222.072,-50.874
-218.292,-51.114
-214.464,-51.359
-210.576,-51.609
-206.628,-51.864
-202.644,-52.124
-198.612,-52.388
-194.544,-52.657
-190.428,-52.929
-186.276,-53.205
-182.088,-53.484
-177.876,-53.765
-173.628,-54.049
-169.356,-54.335
-165.06,-54.622
-160.74,-54.911
-156.408,-55.2
-152.064,-55.49
-147.708,-55.781
-143.352,-56.072
-138.996,-56.363
-134.628,-56.653
-130.272,-56.943
-125.928,-57.233
-121.596,-57.522
-117.276,-57.81
-112.98,-58.098
-108.708,-58.385
-104.472,-58.672
-100.26,-58.959
-96.084,-59.246
